property_id,date,price
hos41041529,2025-11-01,3448000000
hos41041529,2025-12-01,3461000000
hos41041529,2026-01-01,3459000000
hos41041529,2026-02-01,3500000000
hos18654220,2023-03-01,898000000
hos18654220,2023-04-01,866000000
hos18654220,2023-05-01,836000000
hos18654220,2023-06-01,828000000
hos18654220,2023-07-01,819000000
hos18654220,2023-08-01,835000000
hos18654220,2023-09-01,836000000
hos18654220,2023-10-01,839000000
hos18654220,2023-11-01,833000000
hos18654220,2023-12-01,832000000
hos18654220,2024-01-01,834000000
hos18654220,2024-02-01,841000000
hos18654220,2024-03-01,854000000
hos18654220,2024-04-01,860000000
hos18654220,2024-05-01,869000000
hos18654220,2024-06-01,860000000
hos18654220,2024-07-01,874000000
hos18654220,2024-08-01,897000000
hos18654220,2024-09-01,925000000
hos18654220,2024-10-01,936000000
hos18654220,2024-11-01,949000000
hos18654220,2024-12-01,954000000
hos18654220,2025-01-01,974000000
hos18654220,2025-02-01,976000000
hos18654220,2025-03-01,986000000
hos18654220,2025-04-01,979000000
hos18654220,2025-05-01,983000000
hos18654220,2025-06-01,976000000
hos18654220,2025-07-01,980000000
hos18654220,2025-08-01,979000000
hos18654220,2025-09-01,979000000
hos18654220,2025-10-01,992000000
hos18654220,2025-11-01,991000000
hos18654220,2025-12-01,985000000
hos18654220,2026-01-01,1002000000
hos18654220,2026-02-01,1000000000
hos39654227,2023-03-01,3002000000
hos39654227,2023-04-01,2891000000
hos39654227,2023-05-01,2829000000
hos39654227,2023-06-01,2808000000
hos39654227,2023-07-01,2764000000
hos39654227,2023-08-01,2771000000
hos39654227,2023-09-01,2793000000
hos39654227,2023-10-01,2782000000
hos39654227,2023-11-01,2807000000
hos39654227,2023-12-01,2837000000
hos39654227,2024-01-01,2835000000
hos39654227,2024-02-01,2851000000
hos39654227,2024-03-01,2870000000
hos39654227,2024-04-01,2841000000
hos39654227,2024-05-01,2841000000
hos39654227,2024-06-01,2880000000
hos39654227,2024-07-01,2903000000
hos39654227,2024-08-01,2976000000
hos39654227,2024-09-01,3112000000
hos39654227,2024-10-01,3189000000
hos39654227,2024-11-01,3195000000
hos39654227,2024-12-01,3214000000
hos39654227,2025-01-01,3282000000
hos39654227,2025-02-01,3302000000
hos39654227,2025-03-01,3332000000
hos39654227,2025-04-01,3379000000
hos39654227,2025-05-01,3411000000
hos39654227,2025-06-01,3427000000
hos39654227,2025-07-01,3472000000
hos39654227,2025-08-01,3467000000
hos39654227,2025-09-01,3494000000
hos39654227,2025-10-01,3523000000
hos39654227,2025-11-01,3549000000
hos39654227,2025-12-01,3532000000
hos39654227,2026-01-01,3545000000
hos39654227,2026-02-01,3600000000
hos41092432,2023-03-01,1649000000
hos41092432,2023-04-01,1594000000
hos41092432,2023-05-01,1576000000
hos41092432,2023-06-01,1566000000
hos41092432,2023-07-01,1565000000
hos41092432,2023-08-01,1563000000
hos41092432,2023-09-01,1549000000
hos41092432,2023-10-01,1544000000
hos41092432,2023-11-01,1588000000
hos41092432,2023-12-01,1597000000
hos41092432,2024-01-01,1590000000
hos41092432,2024-02-01,1617000000
hos41092432,2024-03-01,1620000000
hos41092432,2024-04-01,1652000000
hos41092432,2024-05-01,1629000000
hos41092432,2024-06-01,1638000000
hos41092432,2024-07-01,1639000000
hos41092432,2024-08-01,1678000000
hos41092432,2024-09-01,1725000000
hos41092432,2024-10-01,1759000000
hos41092432,2024-11-01,1769000000
hos41092432,2024-12-01,1769000000
hos41092432,2025-01-01,1807000000
hos41092432,2025-02-01,1813000000
hos41092432,2025-03-01,1846000000
hos41092432,2025-04-01,1851000000
hos41092432,2025-05-01,1853000000
hos41092432,2025-06-01,1869000000
hos41092432,2025-07-01,1847000000
hos41092432,2025-08-01,1887000000
hos41092432,2025-09-01,1893000000
hos41092432,2025-10-01,1906000000
hos41092432,2025-11-01,1901000000
hos41092432,2025-12-01,1923000000
hos41092432,2026-01-01,1935000000
hos41092432,2026-02-01,1950000000
hos39783590,2023-03-01,6648000000
hos39783590,2023-04-01,6443000000
hos39783590,2023-05-01,6335000000
hos39783590,2023-06-01,6308000000
hos39783590,2023-07-01,6293000000
hos39783590,2023-08-01,6497000000
hos39783590,2023-09-01,6560000000
hos39783590,2023-10-01,6651000000
hos39783590,2023-11-01,6771000000
hos39783590,2023-12-01,6774000000
hos39783590,2024-01-01,6773000000
hos39783590,2024-02-01,6791000000
hos39783590,2024-03-01,6884000000
hos39783590,2024-04-01,6929000000
hos39783590,2024-05-01,7053000000
hos39783590,2024-06-01,7120000000
hos39783590,2024-07-01,7142000000
hos39783590,2024-08-01,7195000000
hos39783590,2024-09-01,7489000000
hos39783590,2024-10-01,7613000000
hos39783590,2024-11-01,7610000000
hos39783590,2024-12-01,7585000000
hos39783590,2025-01-01,7600000000
hos39783590,2025-02-01,7679000000
hos39783590,2025-03-01,7755000000
hos39783590,2025-04-01,7803000000
hos39783590,2025-05-01,7796000000
hos39783590,2025-06-01,7764000000
hos39783590,2025-07-01,7828000000
hos39783590,2025-08-01,7909000000
hos39783590,2025-09-01,8090000000
hos39783590,2025-10-01,8227000000
hos39783590,2025-11-01,8273000000
hos39783590,2025-12-01,8192000000
hos39783590,2026-01-01,8270000000
hos39783590,2026-02-01,8400000000
hos40963384,2023-03-01,1339000000
hos40963384,2023-04-01,1289000000
hos40963384,2023-05-01,1266000000
hos40963384,2023-06-01,1252000000
hos40963384,2023-07-01,1246000000
hos40963384,2023-08-01,1257000000
hos40963384,2023-09-01,1284000000
hos40963384,2023-10-01,1298000000
hos40963384,2023-11-01,1301000000
hos40963384,2023-12-01,1307000000
hos40963384,2024-01-01,1320000000
hos40963384,2024-02-01,1332000000
hos40963384,2024-03-01,1320000000
hos40963384,2024-04-01,1324000000
hos40963384,2024-05-01,1329000000
hos40963384,2024-06-01,1333000000
hos40963384,2024-07-01,1342000000
hos40963384,2024-08-01,1394000000
hos40963384,2024-09-01,1445000000
hos40963384,2024-10-01,1494000000
hos40963384,2024-11-01,1518000000
hos40963384,2024-12-01,1534000000
hos40963384,2025-01-01,1551000000
hos40963384,2025-02-01,1538000000
hos40963384,2025-03-01,1535000000
hos40963384,2025-04-01,1538000000
hos40963384,2025-05-01,1554000000
hos40963384,2025-06-01,1604000000
hos40963384,2025-07-01,1640000000
hos40963384,2025-08-01,1628000000
hos40963384,2025-09-01,1612000000
hos40963384,2025-10-01,1607000000
hos40963384,2025-11-01,1630000000
hos40963384,2025-12-01,1648000000
hos40963384,2026-01-01,1656000000
hos40963384,2026-02-01,1700000000
hos40781900,2023-03-01,2082000000
hos40781900,2023-04-01,2020000000
hos40781900,2023-05-01,1966000000
hos40781900,2023-06-01,1949000000
hos40781900,2023-07-01,1911000000
hos40781900,2023-08-01,1929000000
hos40781900,2023-09-01,1968000000
hos40781900,2023-10-01,1958000000
hos40781900,2023-11-01,1970000000
hos40781900,2023-12-01,2003000000
hos40781900,2024-01-01,1980000000
hos40781900,2024-02-01,2001000000
hos40781900,2024-03-01,1976000000
hos40781900,2024-04-01,2012000000
hos40781900,2024-05-01,2051000000
hos40781900,2024-06-01,2081000000
hos40781900,2024-07-01,2102000000
hos40781900,2024-08-01,2133000000
hos40781900,2024-09-01,2171000000
hos40781900,2024-10-01,2230000000
hos40781900,2024-11-01,2247000000
hos40781900,2024-12-01,2256000000
hos40781900,2025-01-01,2258000000
hos40781900,2025-02-01,2277000000
hos40781900,2025-03-01,2251000000
hos40781900,2025-04-01,2271000000
hos40781900,2025-05-01,2316000000
hos40781900,2025-06-01,2369000000
hos40781900,2025-07-01,2422000000
hos40781900,2025-08-01,2438000000
hos40781900,2025-09-01,2426000000
hos40781900,2025-10-01,2448000000
hos40781900,2025-11-01,2444000000
hos40781900,2025-12-01,2474000000
hos40781900,2026-01-01,2503000000
hos40781900,2026-02-01,2550000000
hos40723184,2023-03-01,1342000000
hos40723184,2023-04-01,1306000000
hos40723184,2023-05-01,1307000000
hos40723184,2023-06-01,1314000000
hos40723184,2023-07-01,1314000000
hos40723184,2023-08-01,1333000000
hos40723184,2023-09-01,1333000000
hos40723184,2023-10-01,1335000000
hos40723184,2023-11-01,1336000000
hos40723184,2023-12-01,1337000000
hos40723184,2024-01-01,1346000000
hos40723184,2024-02-01,1364000000
hos40723184,2024-03-01,1384000000
hos40723184,2024-04-01,1393000000
hos40723184,2024-05-01,1412000000
hos40723184,2024-06-01,1422000000
hos40723184,2024-07-01,1440000000
hos40723184,2024-08-01,1478000000
hos40723184,2024-09-01,1539000000
hos40723184,2024-10-01,1581000000
hos40723184,2024-11-01,1608000000
hos40723184,2024-12-01,1611000000
hos40723184,2025-01-01,1615000000
hos40723184,2025-02-01,1626000000
hos40723184,2025-03-01,1649000000
hos40723184,2025-04-01,1685000000
hos40723184,2025-05-01,1686000000
hos40723184,2025-06-01,1742000000
hos40723184,2025-07-01,1791000000
hos40723184,2025-08-01,1795000000
hos40723184,2025-09-01,1812000000
hos40723184,2025-10-01,1830000000
hos40723184,2025-11-01,1832000000
hos40723184,2025-12-01,1873000000
hos40723184,2026-01-01,1892000000
hos40723184,2026-02-01,1900000000
hos40760497,2023-03-01,3767000000
hos40760497,2023-04-01,3692000000
hos40760497,2023-05-01,3607000000
hos40760497,2023-06-01,3582000000
hos40760497,2023-07-01,3588000000
hos40760497,2023-08-01,3551000000
hos40760497,2023-09-01,3581000000
hos40760497,2023-10-01,3587000000
hos40760497,2023-11-01,3584000000
hos40760497,2023-12-01,3590000000
hos40760497,2024-01-01,3630000000
hos40760497,2024-02-01,3620000000
hos40760497,2024-03-01,3644000000
hos40760497,2024-04-01,3692000000
hos40760497,2024-05-01,3752000000
hos40760497,2024-06-01,3765000000
hos40760497,2024-07-01,3767000000
hos40760497,2024-08-01,3901000000
hos40760497,2024-09-01,4027000000
hos40760497,2024-10-01,4180000000
hos40760497,2024-11-01,4233000000
hos40760497,2024-12-01,4285000000
hos40760497,2025-01-01,4331000000
hos40760497,2025-02-01,4336000000
hos40760497,2025-03-01,4398000000
hos40760497,2025-04-01,4414000000
hos40760497,2025-05-01,4414000000
hos40760497,2025-06-01,4548000000
hos40760497,2025-07-01,4712000000
hos40760497,2025-08-01,4715000000
hos40760497,2025-09-01,4717000000
hos40760497,2025-10-01,4731000000
hos40760497,2025-11-01,4774000000
hos40760497,2025-12-01,4796000000
hos40760497,2026-01-01,4771000000
hos40760497,2026-02-01,4800000000
hos40786760,2023-03-01,1534000000
hos40786760,2023-04-01,1472000000
hos40786760,2023-05-01,1419000000
hos40786760,2023-06-01,1376000000
hos40786760,2023-07-01,1357000000
hos40786760,2023-08-01,1369000000
hos40786760,2023-09-01,1358000000
hos40786760,2023-10-01,1386000000
hos40786760,2023-11-01,1394000000
hos40786760,2023-12-01,1401000000
hos40786760,2024-01-01,1405000000
hos40786760,2024-02-01,1438000000
hos40786760,2024-03-01,1459000000
hos40786760,2024-04-01,1475000000
hos40786760,2024-05-01,1492000000
hos40786760,2024-06-01,1480000000
hos40786760,2024-07-01,1488000000
hos40786760,2024-08-01,1525000000
hos40786760,2024-09-01,1579000000
hos40786760,2024-10-01,1619000000
hos40786760,2024-11-01,1618000000
hos40786760,2024-12-01,1646000000
hos40786760,2025-01-01,1662000000
hos40786760,2025-02-01,1680000000
hos40786760,2025-03-01,1673000000
hos40786760,2025-04-01,1678000000
hos40786760,2025-05-01,1690000000
hos40786760,2025-06-01,1757000000
hos40786760,2025-07-01,1794000000
hos40786760,2025-08-01,1807000000
hos40786760,2025-09-01,1817000000
hos40786760,2025-10-01,1818000000
hos40786760,2025-11-01,1823000000
hos40786760,2025-12-01,1811000000
hos40786760,2026-01-01,1831000000
hos40786760,2026-02-01,1850000000
hos40788663,2023-03-01,1590000000
hos40788663,2023-04-01,1544000000
hos40788663,2023-05-01,1500000000
hos40788663,2023-06-01,1500000000
hos40788663,2023-07-01,1489000000
hos40788663,2023-08-01,1484000000
hos40788663,2023-09-01,1507000000
hos40788663,2023-10-01,1494000000
hos40788663,2023-11-01,1508000000
hos40788663,2023-12-01,1512000000
hos40788663,2024-01-01,1531000000
hos40788663,2024-02-01,1528000000
hos40788663,2024-03-01,1535000000
hos40788663,2024-04-01,1544000000
hos40788663,2024-05-01,1574000000
hos40788663,2024-06-01,1587000000
hos40788663,2024-07-01,1596000000
hos40788663,2024-08-01,1632000000
hos40788663,2024-09-01,1704000000
hos40788663,2024-10-01,1748000000
hos40788663,2024-11-01,1766000000
hos40788663,2024-12-01,1788000000
hos40788663,2025-01-01,1792000000
hos40788663,2025-02-01,1797000000
hos40788663,2025-03-01,1792000000
hos40788663,2025-04-01,1806000000
hos40788663,2025-05-01,1839000000
hos40788663,2025-06-01,1898000000
hos40788663,2025-07-01,1942000000
hos40788663,2025-08-01,1943000000
hos40788663,2025-09-01,1941000000
hos40788663,2025-10-01,1975000000
hos40788663,2025-11-01,1971000000
hos40788663,2025-12-01,1995000000
hos40788663,2026-01-01,1990000000
hos40788663,2026-02-01,2000000000
hos40792257,2023-03-01,2991000000
hos40792257,2023-04-01,2916000000
hos40792257,2023-05-01,2862000000
hos40792257,2023-06-01,2794000000
hos40792257,2023-07-01,2790000000
hos40792257,2023-08-01,2786000000
hos40792257,2023-09-01,2806000000
hos40792257,2023-10-01,2843000000
hos40792257,2023-11-01,2866000000
hos40792257,2023-12-01,2892000000
hos40792257,2024-01-01,2932000000
hos40792257,2024-02-01,2970000000
hos40792257,2024-03-01,3007000000
hos40792257,2024-04-01,3032000000
hos40792257,2024-05-01,3086000000
hos40792257,2024-06-01,3125000000
hos40792257,2024-07-01,3120000000
hos40792257,2024-08-01,3199000000
hos40792257,2024-09-01,3311000000
hos40792257,2024-10-01,3401000000
hos40792257,2024-11-01,3409000000
hos40792257,2024-12-01,3440000000
hos40792257,2025-01-01,3449000000
hos40792257,2025-02-01,3507000000
hos40792257,2025-03-01,3507000000
hos40792257,2025-04-01,3533000000
hos40792257,2025-05-01,3549000000
hos40792257,2025-06-01,3680000000
hos40792257,2025-07-01,3763000000
hos40792257,2025-08-01,3776000000
hos40792257,2025-09-01,3760000000
hos40792257,2025-10-01,3809000000
hos40792257,2025-11-01,3789000000
hos40792257,2025-12-01,3754000000
hos40792257,2026-01-01,3823000000
hos40792257,2026-02-01,3850000000
hos16225273,2023-03-01,12735000000
hos16225273,2023-04-01,12436000000
hos16225273,2023-05-01,12291000000
hos16225273,2023-06-01,12306000000
hos16225273,2023-07-01,12142000000
hos16225273,2023-08-01,12155000000
hos16225273,2023-09-01,12180000000
hos16225273,2023-10-01,12234000000
hos16225273,2023-11-01,12271000000
hos16225273,2023-12-01,12430000000
hos16225273,2024-01-01,12632000000
hos16225273,2024-02-01,12640000000
hos16225273,2024-03-01,12719000000
hos16225273,2024-04-01,12803000000
hos16225273,2024-05-01,12629000000
hos16225273,2024-06-01,12804000000
hos16225273,2024-07-01,12819000000
hos16225273,2024-08-01,13141000000
hos16225273,2024-09-01,13728000000
hos16225273,2024-10-01,14148000000
hos16225273,2024-11-01,14037000000
hos16225273,2024-12-01,14049000000
hos16225273,2025-01-01,14091000000
hos16225273,2025-02-01,14091000000
hos16225273,2025-03-01,14283000000
hos16225273,2025-04-01,14476000000
hos16225273,2025-05-01,14559000000
hos16225273,2025-06-01,15064000000
hos16225273,2025-07-01,15343000000
hos16225273,2025-08-01,15500000000
hos16225273,2025-09-01,15410000000
hos16225273,2025-10-01,15370000000
hos16225273,2025-11-01,15275000000
hos16225273,2025-12-01,15229000000
hos16225273,2026-01-01,15307000000
hos16225273,2026-02-01,15500000000
hos41076784,2023-03-01,50703000000
hos41076784,2023-04-01,49062000000
hos41076784,2023-05-01,48312000000
hos41076784,2023-06-01,47976000000
hos41076784,2023-07-01,47847000000
hos41076784,2023-08-01,48284000000
hos41076784,2023-09-01,48091000000
hos41076784,2023-10-01,48219000000
hos41076784,2023-11-01,48754000000
hos41076784,2023-12-01,48937000000
hos41076784,2024-01-01,49346000000
hos41076784,2024-02-01,50443000000
hos41076784,2024-03-01,50691000000
hos41076784,2024-04-01,51290000000
hos41076784,2024-05-01,51023000000
hos41076784,2024-06-01,51254000000
hos41076784,2024-07-01,51140000000
hos41076784,2024-08-01,53244000000
hos41076784,2024-09-01,55101000000
hos41076784,2024-10-01,55435000000
hos41076784,2024-11-01,55690000000
hos41076784,2024-12-01,55605000000
hos41076784,2025-01-01,55852000000
hos41076784,2025-02-01,55595000000
hos41076784,2025-03-01,55418000000
hos41076784,2025-04-01,56485000000
hos41076784,2025-05-01,57770000000
hos41076784,2025-06-01,58906000000
hos41076784,2025-07-01,60698000000
hos41076784,2025-08-01,61088000000
hos41076784,2025-09-01,61052000000
hos41076784,2025-10-01,61666000000
hos41076784,2025-11-01,61653000000
hos41076784,2025-12-01,61621000000
hos41076784,2026-01-01,62127000000
hos41076784,2026-02-01,62000000000
hos40879639,2023-03-01,34813000000
hos40879639,2023-04-01,33369000000
hos40879639,2023-05-01,32917000000
hos40879639,2023-06-01,32704000000
hos40879639,2023-07-01,32549000000
hos40879639,2023-08-01,32325000000
hos40879639,2023-09-01,32651000000
hos40879639,2023-10-01,32903000000
hos40879639,2023-11-01,33244000000
hos40879639,2023-12-01,33453000000
hos40879639,2024-01-01,33461000000
hos40879639,2024-02-01,33610000000
hos40879639,2024-03-01,33581000000
hos40879639,2024-04-01,33786000000
hos40879639,2024-05-01,33945000000
hos40879639,2024-06-01,33878000000
hos40879639,2024-07-01,33942000000
hos40879639,2024-08-01,34567000000
hos40879639,2024-09-01,35601000000
hos40879639,2024-10-01,36451000000
hos40879639,2024-11-01,36795000000
hos40879639,2024-12-01,37201000000
hos40879639,2025-01-01,37466000000
hos40879639,2025-02-01,37171000000
hos40879639,2025-03-01,37007000000
hos40879639,2025-04-01,37085000000
hos40879639,2025-05-01,37354000000
hos40879639,2025-06-01,38022000000
hos40879639,2025-07-01,39081000000
hos40879639,2025-08-01,39756000000
hos40879639,2025-09-01,40056000000
hos40879639,2025-10-01,41087000000
hos40879639,2025-11-01,41094000000
hos40879639,2025-12-01,41273000000
hos40879639,2026-01-01,42107000000
hos40879639,2026-02-01,42000000000
hos40306473,2023-03-01,5111000000
hos40306473,2023-04-01,4910000000
hos40306473,2023-05-01,4826000000
hos40306473,2023-06-01,4785000000
hos40306473,2023-07-01,4798000000
hos40306473,2023-08-01,4818000000
hos40306473,2023-09-01,4820000000
hos40306473,2023-10-01,4860000000
hos40306473,2023-11-01,4913000000
hos40306473,2023-12-01,4971000000
hos40306473,2024-01-01,5054000000
hos40306473,2024-02-01,5052000000
hos40306473,2024-03-01,5104000000
hos40306473,2024-04-01,5121000000
hos40306473,2024-05-01,5199000000
hos40306473,2024-06-01,5246000000
hos40306473,2024-07-01,5287000000
hos40306473,2024-08-01,5437000000
hos40306473,2024-09-01,5591000000
hos40306473,2024-10-01,5698000000
hos40306473,2024-11-01,5778000000
hos40306473,2024-12-01,5777000000
hos40306473,2025-01-01,5853000000
hos40306473,2025-02-01,5869000000
hos40306473,2025-03-01,5901000000
hos40306473,2025-04-01,5931000000
hos40306473,2025-05-01,6030000000
hos40306473,2025-06-01,6213000000
hos40306473,2025-07-01,6309000000
hos40306473,2025-08-01,6359000000
hos40306473,2025-09-01,6406000000
hos40306473,2025-10-01,6483000000
hos40306473,2025-11-01,6540000000
hos40306473,2025-12-01,6607000000
hos40306473,2026-01-01,6647000000
hos40306473,2026-02-01,6700000000
hos17900021,2023-03-01,4380000000
hos17900021,2023-04-01,4256000000
hos17900021,2023-05-01,4113000000
hos17900021,2023-06-01,4030000000
hos17900021,2023-07-01,4037000000
hos17900021,2023-08-01,4022000000
hos17900021,2023-09-01,3980000000
hos17900021,2023-10-01,3962000000
hos17900021,2023-11-01,3939000000
hos17900021,2023-12-01,3971000000
hos17900021,2024-01-01,3925000000
hos17900021,2024-02-01,3918000000
hos17900021,2024-03-01,3906000000
hos17900021,2024-04-01,3917000000
hos17900021,2024-05-01,3986000000
hos17900021,2024-06-01,4013000000
hos17900021,2024-07-01,4019000000
hos17900021,2024-08-01,4099000000
hos17900021,2024-09-01,4244000000
hos17900021,2024-10-01,4388000000
hos17900021,2024-11-01,4424000000
hos17900021,2024-12-01,4454000000
hos17900021,2025-01-01,4460000000
hos17900021,2025-02-01,4472000000
hos17900021,2025-03-01,4519000000
hos17900021,2025-04-01,4550000000
hos17900021,2025-05-01,4485000000
hos17900021,2025-06-01,4616000000
hos17900021,2025-07-01,4675000000
hos17900021,2025-08-01,4662000000
hos17900021,2025-09-01,4685000000
hos17900021,2025-10-01,4741000000
hos17900021,2025-11-01,4793000000
hos17900021,2025-12-01,4747000000
hos17900021,2026-01-01,4766000000
hos17900021,2026-02-01,4750000000
hos15165675,2023-03-01,7751000000
hos15165675,2023-04-01,7561000000
hos15165675,2023-05-01,7376000000
hos15165675,2023-06-01,7301000000
hos15165675,2023-07-01,7251000000
hos15165675,2023-08-01,7243000000
hos15165675,2023-09-01,7206000000
hos15165675,2023-10-01,7222000000
hos15165675,2023-11-01,7287000000
hos15165675,2023-12-01,7336000000
hos15165675,2024-01-01,7287000000
hos15165675,2024-02-01,7345000000
hos15165675,2024-03-01,7475000000
hos15165675,2024-04-01,7468000000
hos15165675,2024-05-01,7481000000
hos15165675,2024-06-01,7444000000
hos15165675,2024-07-01,7702000000
hos15165675,2024-08-01,7823000000
hos15165675,2024-09-01,8137000000
hos15165675,2024-10-01,8428000000
hos15165675,2024-11-01,8612000000
hos15165675,2024-12-01,8699000000
hos15165675,2025-01-01,8716000000
hos15165675,2025-02-01,8775000000
hos15165675,2025-03-01,8889000000
hos15165675,2025-04-01,8931000000
hos15165675,2025-05-01,8944000000
hos15165675,2025-06-01,9179000000
hos15165675,2025-07-01,9441000000
hos15165675,2025-08-01,9376000000
hos15165675,2025-09-01,9376000000
hos15165675,2025-10-01,9458000000
hos15165675,2025-11-01,9492000000
hos15165675,2025-12-01,9438000000
hos15165675,2026-01-01,9482000000
hos15165675,2026-02-01,9500000000
hos17332827,2023-03-01,12070000000
hos17332827,2023-04-01,11951000000
hos17332827,2023-05-01,11727000000
hos17332827,2023-06-01,11599000000
hos17332827,2023-07-01,11691000000
hos17332827,2023-08-01,11842000000
hos17332827,2023-09-01,11886000000
hos17332827,2023-10-01,11920000000
hos17332827,2023-11-01,12185000000
hos17332827,2023-12-01,12465000000
hos17332827,2024-01-01,12617000000
hos17332827,2024-02-01,12566000000
hos17332827,2024-03-01,12589000000
hos17332827,2024-04-01,12463000000
hos17332827,2024-05-01,12488000000
hos17332827,2024-06-01,12585000000
hos17332827,2024-07-01,12538000000
hos17332827,2024-08-01,12887000000
hos17332827,2024-09-01,13460000000
hos17332827,2024-10-01,13868000000
hos17332827,2024-11-01,13941000000
hos17332827,2024-12-01,13933000000
hos17332827,2025-01-01,14025000000
hos17332827,2025-02-01,14293000000
hos17332827,2025-03-01,14477000000
hos17332827,2025-04-01,14470000000
hos17332827,2025-05-01,14852000000
hos17332827,2025-06-01,15194000000
hos17332827,2025-07-01,15564000000
hos17332827,2025-08-01,15576000000
hos17332827,2025-09-01,15546000000
hos17332827,2025-10-01,15723000000
hos17332827,2025-11-01,16134000000
hos17332827,2025-12-01,16180000000
hos17332827,2026-01-01,16475000000
hos17332827,2026-02-01,16500000000
hos12198849,2023-03-01,24054000000
hos12198849,2023-04-01,23595000000
hos12198849,2023-05-01,23220000000
hos12198849,2023-06-01,23020000000
hos12198849,2023-07-01,22782000000
hos12198849,2023-08-01,22810000000
hos12198849,2023-09-01,22695000000
hos12198849,2023-10-01,22756000000
hos12198849,2023-11-01,22695000000
hos12198849,2023-12-01,22802000000
hos12198849,2024-01-01,22800000000
hos12198849,2024-02-01,22552000000
hos12198849,2024-03-01,22083000000
hos12198849,2024-04-01,22327000000
hos12198849,2024-05-01,22395000000
hos12198849,2024-06-01,22479000000
hos12198849,2024-07-01,22246000000
hos12198849,2024-08-01,23001000000
hos12198849,2024-09-01,23424000000
hos12198849,2024-10-01,24323000000
hos12198849,2024-11-01,24375000000
hos12198849,2024-12-01,24215000000
